upc,brand_descr,actual_manuf,1/1/2011,1/8/2011,1/15/2011,1/22/2011,1/29/2011,2/5/2011,2/12/2011,2/19/2011,2/26/2011,3/5/2011,3/12/2011,3/19/2011,3/26/2011,4/2/2011,4/9/2011,4/16/2011,4/23/2011,4/30/2011,5/7/2011,5/14/2011,5/21/2011,5/28/2011,6/4/2011,6/11/2011,6/18/2011,6/25/2011,7/2/2011,7/9/2011,7/16/2011,7/23/2011,7/30/2011,8/6/2011,8/13/2011,8/20/2011,8/27/2011,9/3/2011,9/10/2011,9/17/2011,9/24/2011,10/1/2011,10/8/2011,10/15/2011,10/22/2011,10/29/2011,11/5/2011,11/12/2011,11/19/2011,11/26/2011,12/3/2011,12/10/2011,12/17/2011,12/24/2011,12/31/2011,1/7/2012,1/14/2012,1/21/2012,1/28/2012,2/4/2012,2/11/2012,2/18/2012,2/25/2012,3/3/2012,3/10/2012,3/17/2012,3/24/2012,3/31/2012,4/7/2012,4/14/2012,4/21/2012,4/28/2012,5/5/2012,5/12/2012,5/19/2012,5/26/2012,6/2/2012,6/9/2012,6/16/2012,6/23/2012,6/30/2012,7/7/2012,7/14/2012,7/21/2012,7/28/2012,8/4/2012,8/11/2012,8/18/2012,8/25/2012,9/1/2012,9/8/2012,9/15/2012,9/22/2012,9/29/2012,10/6/2012,10/13/2012,10/20/2012,10/27/2012,11/3/2012,11/10/2012,11/17/2012,11/24/2012,12/1/2012,12/8/2012,12/15/2012,12/22/2012,12/29/2012,1/5/2013,1/12/2013,1/19/2013,1/26/2013,2/2/2013,2/9/2013,2/16/2013,2/23/2013,3/2/2013,3/9/2013,3/16/2013,3/23/2013,3/30/2013,4/6/2013,4/13/2013,4/20/2013,4/27/2013,5/4/2013,5/11/2013,5/18/2013,5/25/2013,6/1/2013,6/8/2013,6/15/2013,6/22/2013,6/29/2013,7/6/2013,7/13/2013,7/20/2013,7/27/2013,8/3/2013,8/10/2013,8/17/2013,8/24/2013,8/31/2013,9/7/2013,9/14/2013,9/21/2013,9/28/2013,10/5/2013,10/12/2013,10/19/2013,10/26/2013,11/2/2013,11/9/2013,11/16/2013,11/23/2013,11/30/2013,12/7/2013,12/14/2013,12/21/2013,12/28/2013
7433347434,ARWHD MLS PUFFED KAMUT,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,3,1,1,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,3,0,0,0,0,3,2,0,0,1,0,1,1,0,0,3,0,1,0,0,0,2,0,0,0,2,0,0,0
8634117010,THE SILVER PALATE GRAIN BERRY,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,6,1,0,5,4,0,2,1,1,1,1,4,6,6,5,8,11,9,5,8,1,0,0,12,4,2,3,0,0,0,0,0,0,2,7,9,6,2,1,0,0,1,1,3,1,1,1,4,4,1,1,2,2,3,3,2,7,4,0,0,0,0,0,0,0,0,1,0,0,2,2,1,2,1,0,0,0,1,0,1,1
8634117012,THE SILVER PALATE GRAIN BERRY,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,4,6,7,0,10,8,2,1,1,2,1,1,1,11,4,10,7,0,2,9,9,6,3,0,12,6,5,7,0,0,1,1,0,0,8,8,3,12,6,1,0,2,0,0,5,2,1,2,3,6,0,0,2,0,0,2,4,6,1,1,1,0,1,1,1,0,0,1,1,5,1,0,0,0,0,0,1,1,0,1,0,0
8634117014,THE SILVER PALATE GRAIN BERRY,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,2,3,0,1,0,1,0,4,12,3,7,7,5,2,1,1,0,0,1,1,10,6,11,2,1,0,6,5,7,0,1,20,6,5,2,0,0,0,0,2,0,9,13,13,5,2,2,3,1,2,0,3,4,3,2,1,4,0,0,0,2,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8634117016,THE SILVER PALATE GRAIN BERRY,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,8,4,11,4,4,0,2,4,2,3,1,0,16,8,11,7,0,2,9,4,4,1,0,16,9,4,3,0,0,0,0,1,1,2,8,11,6,0,1,0,2,1,2,2,0,1,0,0,2,1,0,1,2,1,3,5,7,5,0,1,0,2,0,0,0,1,1,0,2,1,0,1,0,1,0,1,0,0,1,0,0
8634117050,THE SILVER PALATE GRAIN BERRY,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,1,5,6,3,3,0,0,0,0
8634117051,THE SILVER PALATE GRAIN BERRY,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8634117052,THE SILVER PALATE GRAIN BERRY,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0
8634117053,THE SILVER PALATE GRAIN BERRY,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87694100073,PAMPA FRUITTY WHEELS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,4,6,2,0,2,0,2,0,2,1,0,2,5,3,1,1,4,1,2,1,2,2,2,2,0,4,1,2,1,0,3,3,2,0,5,2,3,5,1,1,2,2,4,5,1,2,1,2,2,2,1,0,2,1,2,2,1,0,2,2,1,3,1,2,2,0,2,3,0,0,0,0,1,0,0,1,1,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87694100150,PAMPA CORN FLAKES,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,2,1,3,0,1,0,1,0,1,2,3,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87694100335,PAMPA HONEY RINGS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,3,0,2,0,2,1,0,1,1,2,0,6,1,0,1,1,4,1,1,1,2,1,1,1,0,2,1,0,0,1,0,0,0,0,3,2,4,3,2,1,0,1,1,1,0,2,1,1,2,0,1,2,0,1,0,0,3,0,1,0,0,1,1,1,0,0,1,2,0,0,0,0,1,1,0,0,2,0,3,0,2,0,0,3,0,0,3,2,0,1,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88397809598,MOM'S BEST NATURALS SWTD WT-FS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,3,2,5,3,5,4,5,3,4,3,7,4,6,4,8,1,4,1,2,3,2,2,1,3,2,6,3,1,1,8,5,2,1,3,5,4,0,0,2,3,1,2,3,5,5,1,2,0,1,0,1,2,1,4,2,2,3,3,6,1,6,3,2,1,3,0,4,3,3,0,2,3,3,0,2,1,2,5,0,0,0,2,1,10,3,4,2,2,1,2,1,2,1,2,0,2,0,0
88397809599,MOM'S BEST HONEY NUT TOSTY O'S,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,2,2,1,4,3,3,2,3,1,5,6,8,8,7,5,1,2,2,1,1,3,0,2,2,2,1,2,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,4,1,2,4,3,1,4,0,1,2,4,1,2,4,2,2,0,0,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88397809599,MOM'S BEST NATURALS H-NT T-O'S,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,2,2,2,1,4,3,3,2,3,1,5,6,8,8,7,5,1,2,2,1,1,3,0,2,2,2,1,2,0,3,1,0,0,0,1,0,0,0,0,0,0,2,0,1,2,4,1,2,4,3,1,4,0,1,2,4,1,2,4,2,2,0,0,2,3,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88397809600,MOM'S BEST NATURALS RAISIN BRN,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,6,2,3,4,1,6,5,7,1,6,7,2,5,8,9,11,5,5,2,0,3,2,4,3,2,5,4,2,1,1,2,4,1,1,3,5,4,1,3,4,1,4,1,3,2,2,2,1,2,3,3,1,5,1,2,5,3,2,2,0,1,1,5,0,3,4,3,5,5,2,2,0,1,1,2,3,3,5,1,1,1,0,1,2,1,2,1,0,1,2,2,0,0,0,0,0,3,3,0
88397809602,MOM'S BEST NATURALS MALLOW OTS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,3,6,3,2,4,3,6,0,4,5,6,3,5,5,6,1,1,4,1,1,1,3,1,3,1,3,1,1,2,7,3,0,1,2,1,2,3,0,1,2,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88397809603,MOM'S BEST NATURALS TSTD WT-FS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,4,0,1,4,2,1,4,1,6,2,3,2,4,5,3,6,0,2,3,0,0,3,3,5,1,3,1,0,1,2,9,4,1,3,2,4,0,0,0,0,2,0,1,0,3,0,4,0,2,0,0,0,2,1,0,1,0,1,0,1,0,0,2,0,1,1,1,2,1,0,0,0,0,1,1,1,1,0,1,0,3,0,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0
88397809604,MOM'S BEST NATURALS OT&HNY BLD,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,7,3,3,5,4,5,5,3,3,3,8,7,7,11,7,5,2,4,3,1,1,0,1,6,1,3,4,1,2,1,5,0,2,1,0,0,3,1,1,3,0,2,2,1,4,5,5,3,3,0,1,5,1,1,1,1,1,0,3,0,0,3,1,0,0,4,5,4,1,2,3,5,1,2,2,1,1,2,3,1,1,3,0,3,1,3,1,1,4,1,0,5,1,1,1,2,1,3,0
88397809605,MOM'S BEST NATURALS HNY-FUL WT,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,7,2,0,2,4,2,1,2,0,7,3,3,4,6,1,3,5,0,1,0,2,1,1,1,2,0,0,1,1,0,0,2,1,0,0,0,2,3,1,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88397812911,MOM'S BEST NATURALS TSD CN SQS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,6,3,2,5,4,1,4,3,1,9,5,6,4,8,7,6,3,4,5,3,1,0,3,4,2,2,3,1,1,1,2,5,1,3,1,3,3,1,4,2,2,1,0,3,3,4,1,3,4,3,7,2,4,2,2,2,4,3,2,1,4,0,2,2,2,3,5,7,7,4,0,3,4,0,2,4,4,3,7,2,3,2,3,2,1,3,3,1,0,4,3,2,0,6,2,4,2,1,2
88397814444,MOM'S BEST NATURALS HONEY GRHM,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,7,2,3,3,0,2,5,1,3,5,1,9,2,5,7,6,3,3,5,3,3,0,1,1,5,3,3,4,1,2,6,3,2,1,0,3,2,1,2,1,3,0,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88397814597,MOM'S BEST NATURALS BLPWT-FL,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,4,4,5,7,5,3,2,4,4,7,6,5,6,10,7,6,1,5,6,0,2,1,1,2,5,6,3,8,2,1,1,5,4,0,2,2,3,2,0,3,1,1,2,1,1,2,3,0,1,1,3,1,3,1,0,0,2,3,3,2,2,2,1,2,0,2,0,5,3,1,0,1,1,2,0,2,1,1,1,0,3,1,1,3,1,3,0,0,2,0,1,2,1,0,1,1,0,0,0
88397814726,MOM'S BEST CRISPY COCOA RICE,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,6,6,3,1,9,5,2,5,7,3,4,8,3,5,0,5,5,2,4,1,5,4,7,3,5,5,4,1,4,5,3,2,2,0,3,3,2,2,3,1,0,4,6,5,6,3,3,4,4,4,2,1,0,0,1,2,2,1,2,5,0,5,3,3,4,7,5,4,6,5,2,1,2,3,2,1,3,1,2,4,2,5,1,0,4,2,1,0,1,1,3,4,1,0,1,3,4
88397814726,MOM'S BEST NATURALS CRSP CC RC,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,1,6,6,3,1,9,5,2,5,7,3,4,8,3,5,0,5,5,2,4,1,5,4,7,3,5,5,4,1,4,5,3,2,2,0,3,3,2,2,3,1,0,4,6,5,6,3,3,4,4,4,2,1,0,0,1,2,2,1,2,5,0,5,3,3,4,7,5,4,6,5,2,1,2,3,2,1,3,1,2,4,2,5,1,0,4,2,1,0,1,1,3,4,1,0,1,3,4
88462354969,BEAR NAKED,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,1,2,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88462354971,BEAR NAKED,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
88462370893,BEAR NAKED FIT AUTUMN BLEND,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,1,0,0,0
88462370897,BEAR NAKED FIT ALMOND CRISP,KEL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,3,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,2,1,2,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
88491200118,POST MARSHMALLOW PEBBLES,other,3,1,4,4,0,2,5,7,15,1,11,9,19,5,3,1,2,1,1,54,2,2,1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88491200119,POST BOULDERS FLINTSTONS PBBLS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,2,3,4,2,1,2,0,4,5,2,0,0,8,9,2,0,2,1,0,1,2,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88491200119,POST BOULDERS FLNTSTNS PEBBLES,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,6,2,3,4,2,1,2,0,4,5,2,0,0,8,9,2,0,2,1,0,1,2,0,0,0,3,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88491200154,POST HONEY BUNCHES OF OATS,other,0,0,0,1,2,0,2,9,15,7,22,9,3,2,7,37,2,2,2,2,0,2,2,4,4,2,4,2,2,5,4,2,2,3,2,3,3,2,3,2,3,4,3,4,4,5,2,5,3,1,5,4,2,2,2,4,4,4,3,4,3,0,2,4,2,4,5,2,3,2,2,2,0,2,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88491200183,POST HONEY BNHS OF OT TRP BLND,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,1,4,8,7,5,6,4,3,3,2,9,3,6,2,7,6,5,2,3,2,3,2,4,2,6,2,28,14,1,6,2,14,11,6,1,2,2,4,2,2,1,2,7,5,2,1,3,2,0
88491200184,POST GRAPE-NUTS FIT,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,2,2,4,0,1,3,4,9,2,7,17,10,2,2,1,0,0,2,0,1,2,0,1,1,2,2,1,2,1,0,1,0,1,2,1,0,3,1,0,2,3,3,1,1,1,0
88491200217,POST HONEY BUNCHES OT FRT BLDS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,3,4,3,2,1,7,3,2,2,0,3,3,2,0,2,2,3,0,2,2,2,2,1,7,19,9,5,0,4,1,1,1,3,0,1,1,9,2,1,1,1,1,1,1,4,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88491200218,POST HONEY BUNCHES OT FRT BLDS,other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,3,4,6,2,2,5,3,2,4,4,3,3,3,2,2,3,0,3,0,1,0,3,6,2,2,7,17,7,3,2,2,0,3,1,2,1,1,1,5,6,5,4,2,1,2,1,3,5,16,3,1,6,3,3,3,1,2,1,4,2,0,4,0,5,0,3,3,3,2,5,0,4,1,3,2,26,11,4,1,4,8,7,2,0,3,3,2,0,0,0,1,4,4,0,1,0,1,0
